you can have this for ten cents 	i dont wanta rob you maam 
you can have this for ten cents  _eou_ i dont wanta rob you maam 	go ahead bert says take it 
which ones 	there them stripy ones 
oh them well no thems two for __name__ penny 	well give me two then maam 
tommy 	muley wheres my folks muley 
tommy  _eou_ muley wheres my folks muley 	they gone 
tommy  _eou_ muley wheres my folks muley  _eou_ they gone 	i know that but where they gone 
well 	they come they come and pushed me off 
listen thats them them lights come on we got to hide out 	hide out for what we aint doin nothin 
listen thats them them lights come on we got to hide out  _eou_ hide out for what we aint doin nothin 	youre trespassin it aint you lan no more an thats the suprtendant with __name__ gun 
you mean get off my own land 	now dont go blaming me it aint my fault 
whos the shawnee land and cattle compny 	it aint nobody its __name__ company 
thats connie rivers with her theyre married now shes due about three four months 	why she wasnt no moren __name__ kid when __name__ went up 
here we go 	california here we come 
ya know youre the second fella talked like that id like to hear some more about that 	me an you both 
just in case sit up back an if anybody tries to climb up let im have it 	i aint got nothin in my han 
just in case sit up back an if anybody tries to climb up let im have it  _eou_ i aint got nothin in my han 	give im __name__ fryin pan 
take er on down al ill sign 	we gonna stay aint we 
take er on down al ill sign  _eou_ we gonna stay aint we 	youre tootin were gonna stay 
good wages eh pickin oranges an peaches 	we gonna take whatever they got 
heho tom this is connie my husband 	if this dont beat all well __name__ see you been busy already 
heho tom this is connie my husband  _eou_ if this dont beat all well __name__ see you been busy already 	you do not see either not yet 
maybe its nice on the other side them pitchers them little poscards they was real pretty 	aw sure this heres jus __name__ part of it aint no sense __name__ gettin scairt right off 
cut it out pa hep al with the truck dont fret honey you goin to be awright 	tom __name__ jus dont feel like nothin __name__ tall without him __name__ jus dont wanta live 
cut it out pa hep al with the truck dont fret honey you goin to be awright  _eou_ tom __name__ jus dont feel like nothin __name__ tall without him __name__ jus dont wanta live 	maybe hell be back well leave word for him jus dont cry 
git up __name__ got sumpn to show you 	whatsa matter 
git up __name__ got sumpn to show you  _eou_ whatsa matter 	its them white things made outa dish stuff like in the catalogues 
come on aint nobody gonna say anything 	wont they ketch us 
lemme go __name__ didnt go to do it 	keep quite will ya shet your mouth 
lemme go __name__ didnt go to do it  _eou_ keep quite will ya shet your mouth 	i never knowed it all __name__ done was pull that string 
lemme go __name__ didnt go to do it  _eou_ keep quite will ya shet your mouth  _eou_ i never knowed it all __name__ done was pull that string 	lissen you done busted it you hear but lissen here __name__ wont tell nobody yunderstan 
lemme go __name__ didnt go to do it  _eou_ keep quite will ya shet your mouth  _eou_ i never knowed it all __name__ done was pull that string  _eou_ lissen you done busted it you hear but lissen here __name__ wont tell nobody yunderstan 	please dont 
lemme go __name__ didnt go to do it  _eou_ keep quite will ya shet your mouth  _eou_ i never knowed it all __name__ done was pull that string  _eou_ lissen you done busted it you hear but lissen here __name__ wont tell nobody yunderstan  _eou_ please dont 	i wont if you wont tell what __name__ done 
jes like in the catalogues aint they 	i seen em bfore you did 
jes like in the catalogues aint they  _eou_ i seen em bfore you did 	whats this 
jes like in the catalogues aint they  _eou_ i seen em bfore you did  _eou_ whats this 	now dont you go monking 
now you done it you busted it 	i never 
lotta these little farmers mighty nice fellas trouble is theyre little they aint got much say so 	shore looks like my lucky day anyway gettin some work at las 
you sure you got everthing ready 	aint gonna be no trouble 
you sure you got everthing ready  _eou_ aint gonna be no trouble 	you aint to hurt them fellas 
yes sir 	awright an if she gets outa han ill be in the right han corner this side the dance floor 
yes sir  _eou_ awright an if she gets outa han ill be in the right han corner this side the dance floor 	aint gonna get outa han 
