you were __name__ shitty lineman and now your __name__ shitty cop yeah blow me im drunk  _eou_ okay come on time to slow down  _eou_ whos going to slow me down you you fat pig  _eou_ alright get in the car before __name__ have to embarrass you in front of your friend 	hey gary hows the divorce comin 
will you stand up for me 	okay 
will you stand up for me  _eou_ okay 	come on inside 
will you stand up for me  _eou_ okay  _eou_ come on inside 	okay well go for __name__ ride 
oh you were excellent tonight pony 	we were 
oh you were excellent tonight pony  _eou_ we were 	oh yeah it was __name__ great show you guys missed it 
i love writing __name__ anne rice __name__ love anne rice 	short pieces huh you should try to write songs 
mm 	he wrote this thing about his dick once and he read it in front of the whole class 
mm  _eou_ he wrote this thing about his dick once and he read it in front of the whole class 	id love to read that 
mm  _eou_ he wrote this thing about his dick once and he read it in front of the whole class  _eou_ id love to read that 	funny shit man 
hi 	oh uh erica erica is the publicist for the band 
hi  _eou_ oh uh erica erica is the publicist for the band 	hi im erica 
um mother daughter 	pony and __name__ are friends 
yeah yeah yeah yeah its you know its __name__ bed and hot water 	it does look good 
its coming along 	thank you 
erica you coming 	mm mm 
two fifty 	two fifty they go up 
two fifty  _eou_ two fifty they go up 	always two fifty my friend 
can you tell me what happened 	hes drunk 
can you tell me what happened  _eou_ hes drunk 	uh huh 
can you tell me what happened  _eou_ hes drunk  _eou_ uh huh 	he causes problems he was here earlier 
if its all so fucking futile what the fuck are you so fucking upset about fuckhead 	because im alienated 
you dont need to sit next to me right now 	who were you talking to 
you dont need to sit next to me right now  _eou_ who were you talking to 	nobody sooze 
jeff jeff if you want to be alone with pony you know thats thats fine with us 	sooze wants to see him 
jeff jeff if you want to be alone with pony you know thats thats fine with us  _eou_ sooze wants to see him 	well you know __name__ wanna fucking see him __name__ gotta know what its like to be on mtv 
yeah yeah __name__ stay at the four seas its ease 	wow that must be pretty nice there 
wow youre cute when youre angry 	why dont you write __name__ song about sandra berhards salad asshole 
i ate __name__ dog when __name__ was in thailand tasted exactly like this sparerib 	no wait no __name__ thought about new york 
tim what are you talking about 	ask your girlfriend 
see ya later 	what oh come on youre not gonna suck my cock 
hey __name__ why dont you see if hes hiring you know get an application 	that thats indian 
tim can we go this is ridiculous 	hey ma look at me top of the world ma 
jeff come up here 	is that bee bee 
jeff come up here  _eou_ is that bee bee 	come on 
what 	seven twenty 
what  _eou_ seven twenty 	i gave it to you 
why were just standing here 	look your trespassing 
no wait wait wait wait wait wait wait what is your name 	look why do you care huh 
no wait wait wait wait wait wait wait what is your name  _eou_ look why do you care huh 	because maybe if we know each others names things wouldnt get like this my names jeff 
no wait wait wait wait wait wait wait what is your name  _eou_ look why do you care huh  _eou_ because maybe if we know each others names things wouldnt get like this my names jeff 	okay nazeer okay 
no wait wait wait wait wait wait wait what is your name  _eou_ look why do you care huh  _eou_ because maybe if we know each others names things wouldnt get like this my names jeff  _eou_ okay nazeer okay 	nazeer what 
no wait wait wait wait wait wait wait what is your name  _eou_ look why do you care huh  _eou_ because maybe if we know each others names things wouldnt get like this my names jeff  _eou_ okay nazeer okay  _eou_ nazeer what 	nazeer chaudry 
please 	look look just get off my property 
god __name__ havent seen you all day 	you couldve come over 
god __name__ havent seen you all day  _eou_ you couldve come over 	i know __name__ know __name__ know 
oh trim it 	i hate that 
oh trim it  _eou_ i hate that 	sorry lets go back to the van right now 
oh trim it  _eou_ i hate that  _eou_ sorry lets go back to the van right now 	no im not going to the van its so gross come on im doing my performance right now 
oh trim it  _eou_ i hate that  _eou_ sorry lets go back to the van right now  _eou_ no im not going to the van its so gross come on im doing my performance right now 	okay so maybe later 
was that supposed to be me 	no 
was that supposed to be me  _eou_ no 	yes 
what are you trying to communicate tell us 	so you can give me more shit 
what are you trying to communicate tell us  _eou_ so you can give me more shit 	no no its an honest question what are you trying to communicate 
what are you trying to communicate tell us  _eou_ so you can give me more shit  _eou_ no no its an honest question what are you trying to communicate 	im trying to communicate how __name__ feel jeff you know raise consciousness make people think for __name__ change 
yes you asshole 	about what 
yes you asshole  _eou_ about what 	about things that are important to me 
yes you asshole  _eou_ about what  _eou_ about things that are important to me 	like what 
yes you asshole  _eou_ about what  _eou_ about things that are important to me  _eou_ like what 	sexual politics racism the environment the military industrial 
i cant wait till pony gets here you know have __name__ conversation with __name__ human being 	well if you love him so much why didnt you go see him play 
i cant wait till pony gets here you know have __name__ conversation with __name__ human being  _eou_ well if you love him so much why didnt you go see him play 	um because you didnt want to go 
i cant wait till pony gets here you know have __name__ conversation with __name__ human being  _eou_ well if you love him so much why didnt you go see him play  _eou_ um because you didnt want to go 	like im going to pay twenty bucks to see neil moynihan in some band that __name__ helped start 
i cant wait till pony gets here you know have __name__ conversation with __name__ human being  _eou_ well if you love him so much why didnt you go see him play  _eou_ um because you didnt want to go  _eou_ like im going to pay twenty bucks to see neil moynihan in some band that __name__ helped start 	okay well you know hes always been __name__ nice guy and __name__ like him 
this is ridiculous 	tim 
yeah uh that would depend but yeah she should 	mm 
come on 	no no no no 
come on  _eou_ no no no no 	come on im not gonna go if you dont come 
come on  _eou_ no no no no  _eou_ come on im not gonna go if you dont come 	no __name__ just dont feel like it thats all 
come on  _eou_ no no no no  _eou_ come on im not gonna go if you dont come  _eou_ no __name__ just dont feel like it thats all 	why dont you just try please for me come on 
oh hi __name__ thought you guys got lost 	hey where did you go we were worried about you 
wait sooze __name__ i have to talk to you cause __name__ theres something __name__ figured out 	god you smell like whiskey 
wait sooze __name__ i have to talk to you cause __name__ theres something __name__ figured out  _eou_ god you smell like whiskey 	no no __name__ have to talk to you 
wait sooze __name__ i have to talk to you cause __name__ theres something __name__ figured out  _eou_ god you smell like whiskey  _eou_ no no __name__ have to talk to you 	is that __name__ threat 
do your covers and all that shit 	bye jeff 
do your covers and all that shit  _eou_ bye jeff 	go 
do your covers and all that shit  _eou_ bye jeff  _eou_ go 	what 
do your covers and all that shit  _eou_ bye jeff  _eou_ go  _eou_ what 	just go 
you really suck you know that 	just go 
the prom thats funny 	hey __name__ though you guys were coming to the show man 
the prom thats funny  _eou_ hey __name__ though you guys were coming to the show man 	oh uh yeah we were but uh sooze screwed up the tickets 
the prom thats funny  _eou_ hey __name__ though you guys were coming to the show man  _eou_ oh uh yeah we were but uh sooze screwed up the tickets 	oh man we were pretty on tonight 
great 	yeah maybe later hey hey 
w wait __name__ minute wait __name__ minute 	you know what im saying 
i gotta take __name__ piss do you mind if we pull over really quickly 	oh yeah 
i gotta take __name__ piss do you mind if we pull over really quickly  _eou_ oh yeah 	im sorry __name__ i gotta 
i gotta take __name__ piss do you mind if we pull over really quickly  _eou_ oh yeah  _eou_ im sorry __name__ i gotta 	oh no no uh uh george pull over 
fuck em fucking assholes 	burnfield no place like it 
hey wheres erica 	i dont know 
i dont know 	im gonna go to the car for __name__ sec ill be right back 
why should __name__ call the police huh they dont so any good 	well you gotta call your wife then you know cause she kind of handles these heavy matters anyway right 
why should __name__ call the police huh they dont so any good  _eou_ well you gotta call your wife then you know cause she kind of handles these heavy matters anyway right 	no no you see __name__ dont have to call my wife 
why should __name__ call the police huh they dont so any good  _eou_ well you gotta call your wife then you know cause she kind of handles these heavy matters anyway right  _eou_ no no you see __name__ dont have to call my wife 	well what about this 
what about this huh go ahead big man 	camel jockey 
what about this huh go ahead big man  _eou_ camel jockey 	you know why do you call me names you know __name__ never hurt you im only working here 
what about this huh go ahead big man  _eou_ camel jockey  _eou_ you know why do you call me names you know __name__ never hurt you im only working here 	yeah yeah thats the fucking problem 
pakistani okay were from pakistan 	alright alright enough with the boy scout routine 
pakistani okay were from pakistan  _eou_ alright alright enough with the boy scout routine 	please look 
look get down off my property 	why what are you gonna do huh youre gonna shoot me for standing on your fucking trash can 
look get down off my property  _eou_ why what are you gonna do huh youre gonna shoot me for standing on your fucking trash can 	get off my property 
look get down off my property  _eou_ why what are you gonna do huh youre gonna shoot me for standing on your fucking trash can  _eou_ get off my property 	hey you know what go fuck yourself 
look get down off my property  _eou_ why what are you gonna do huh youre gonna shoot me for standing on your fucking trash can  _eou_ get off my property  _eou_ hey you know what go fuck yourself 	fuck you you know ill call the police 
look get down off my property  _eou_ why what are you gonna do huh youre gonna shoot me for standing on your fucking trash can  _eou_ get off my property  _eou_ hey you know what go fuck yourself  _eou_ fuck you you know ill call the police 	go ahead they love you just about as much as __name__ do 
get off my roof 	oh shit jeff jeff come up here 
get off my roof  _eou_ oh shit jeff jeff come up here 	look okay come on look what are you doing look thats enough my wife called the police theyre coming 
ready 	what are you saying 
hey pony this is my friend bee bee 	hey 
yeah come on play it 	oh no man __name__ cant 
alright alright already 	alright 
you know that is my worst fear making __name__ sound and no one hears it 	mine too 
oh yuck oh gross 	you done 
yeah burnfield pizza and puke capital of the world 	i cant believe youre still here 
yeah burnfield pizza and puke capital of the world  _eou_ i cant believe youre still here 	im moving 
yeah burnfield pizza and puke capital of the world  _eou_ i cant believe youre still here  _eou_ im moving 	if 
yeah burnfield pizza and puke capital of the world  _eou_ i cant believe youre still here  _eou_ im moving  _eou_ if 	no im going 
yeah burnfield pizza and puke capital of the world  _eou_ i cant believe youre still here  _eou_ im moving  _eou_ if  _eou_ no im going 	mm hm 
soon 	yep 
soon  _eou_ yep 	whats that supposed to mean 
soon  _eou_ yep  _eou_ whats that supposed to mean 	i dont know __name__ say what __name__ mean 
soon  _eou_ yep  _eou_ whats that supposed to mean  _eou_ i dont know __name__ say what __name__ mean 	oh yeah youre just so smart 
soon  _eou_ yep  _eou_ whats that supposed to mean  _eou_ i dont know __name__ say what __name__ mean  _eou_ oh yeah youre just so smart 	thats because __name__ am 
is that jeff 	oh my god 
you know my mom has this saying 	yeah 
you know my mom has this saying  _eou_ yeah 	 dont write any checks you cant cash 
you know my mom has this saying  _eou_ yeah  _eou_  dont write any checks you cant cash 	really what else does your mother say 
tim why dont you shut the fuck up 	i think __name__ gotta go 
what the fuck are you talking about 	nobodys fucking anybody 
 see whats around you listen to their lies 	so like your dads __name__ big deal right 
tim 	uh __name__ didnt write any songs you guys go ahead __name__ gotta stay here and guard the parking lot 
wheres erica you seen her 	erica she said she was tired she went back to the hotel 
wheres erica you seen her  _eou_ erica she said she was tired she went back to the hotel 	oh howd she get back 
wheres erica you seen her  _eou_ erica she said she was tired she went back to the hotel  _eou_ oh howd she get back 	i called buckys __name__ got her __name__ cab is there any hot mustard 
hey great game friday kicked holbrooks ass huh 	missed it can __name__ get __name__ fifth of old crow 
hey great game friday kicked holbrooks ass huh  _eou_ missed it can __name__ get __name__ fifth of old crow 	just one 
hey great game friday kicked holbrooks ass huh  _eou_ missed it can __name__ get __name__ fifth of old crow  _eou_ just one 	yeah 
i dont __name__ dont remember what do __name__ owe you 	uh eleven twenty five 
yeah yeah hows the air force tim 	its not the air force anymore scuff 
yeah yeah hows the air force tim  _eou_ its not the air force anymore scuff 	so where are you 
yeah yeah hows the air force tim  _eou_ its not the air force anymore scuff  _eou_ so where are you 	im here 
make __name__ move greasecake towel head 	hey tim you know what you win 
make __name__ move greasecake towel head  _eou_ hey tim you know what you win 	fucking drunk huh 
make __name__ move greasecake towel head  _eou_ hey tim you know what you win  _eou_ fucking drunk huh 	you have the largest penis can we go please 
hey your gonna regret this 	come on jeff 
leave him alone tim 	uh excuse me id like to know where he gets his ideas 
leave him alone tim  _eou_ uh excuse me id like to know where he gets his ideas 	tims jealous you know he wants to have ideas too 
leave him alone tim  _eou_ uh excuse me id like to know where he gets his ideas  _eou_ tims jealous you know he wants to have ideas too 	yeah yeah im jealous of mtv faggots who are named after animals 
leave him alone tim  _eou_ uh excuse me id like to know where he gets his ideas  _eou_ tims jealous you know he wants to have ideas too  _eou_ yeah yeah im jealous of mtv faggots who are named after animals 	jeff 
ew oh buff relax 	why dont you fucking relax hes having verbal intercourse sooze 
buff is funny okay she likes buff so why dont you whip shut the feminist hole 	hey why dont you swallow your cock and choke on it oh __name__ forgot its not big enough 
it was the nicest thin ive done in __name__ long time 	oh thats nice for you 
could you give me __name__ ride 	oh yes yeah man give her the ride the ol pony ride back to the hotel 
could you give me __name__ ride  _eou_ oh yes yeah man give her the ride the ol pony ride back to the hotel 	tim go throw up somewhere 
im going out later 	no car 
im going out later  _eou_ no car 	the fuck not 
im going out later  _eou_ no car  _eou_ the fuck not 	you know the fuck not 
im going out later  _eou_ no car  _eou_ the fuck not  _eou_ you know the fuck not 	fuck 
im going out later  _eou_ no car  _eou_ the fuck not  _eou_ you know the fuck not  _eou_ fuck 	dont swear its impolite 
